"Step 1","Step 2","Step 3","User Name","title","Bin Category","Quarter-Year","Week Number","Week Start Date","Week End Date","Count"
"/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker Roofing Report","/shared/Regional Analytics/Southwest Region/Branch Share/North Texas/Yesterday's Sales and PO's Dash","/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker Roofing Report","KH021302","Enterprise Analytics Analyst","Power User","2022Q4","Week 1","2022-10-01","2022-10-07","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TP020368","ABC Branch Manager","Power User","2023Q2","Week 2","2023-04-08","2023-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TP023373","ABC Branch Manager","Power User","2022Q4","Week 3","2022-10-15","2022-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TP023373","ABC Branch Manager","Power User","2024Q2","Week 6","2024-05-06","2024-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TS060091","ABC Branch Manager","Power User","2023Q1","Week 10","2023-03-05","2023-03-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TS060091","ABC Branch Manager","Power User","2023Q1","Week 2","2023-01-08","2023-01-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TS060091","ABC Branch Manager","Power User","2023Q1","Week 5","2023-01-29","2023-02-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TS060091","ABC Branch Manager","Power User","2023Q3","Week 13","2023-09-23","2023-09-29","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TS060091","ABC Branch Manager","Power User","2023Q4","Week 12","2023-12-17","2023-12-23","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TS060091","ABC Branch Manager","Power User","2024Q2","Week 4","2024-04-22","2024-04-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TT075943","ABC Branch Manager","Casual User","2023Q3","Week 8","2023-08-19","2023-08-25","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TT075943","ABC Branch Manager","Casual User","2024Q4","Week 6","2024-11-05","2024-11-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TT077954","ABC Branch Manager","Power User","2023Q3","Week 5","2023-07-29","2023-08-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TW014851","T&C Branch Manager","Regular User","2023Q1","Week 12","2023-03-19","2023-03-25","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TW014851","T&C Branch Manager","Regular User","2023Q4","Week 11","2023-12-10","2023-12-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TW052581","ABC Inven/Purch Admin","Regular User","2023Q4","Week 11","2023-12-10","2023-12-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","TW059441","ABC Branch Manager","Regular User","2023Q4","Week 5","2023-10-29","2023-11-04","1"
"/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker Roofing Report","/shared/Regional Analytics/Southwest Region/Branch Share/North Texas/Yesterday's Sales and POs by Product Category","/shared/Regional Analytics/Northeast Region/Branch Share/Ohio Valley/Yesterday's Sales and POs by Product Category","KH021302","Enterprise Analytics Analyst","Power User","2022Q3","Week 13","2022-09-23","2022-09-29","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","VW021119","ABC Branch Manager","Regular User","2024Q2","Week 9","2024-05-27","2024-06-02","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","WB033751","ABC Branch Manager","Power User","2023Q1","Week 11","2023-03-12","2023-03-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","WS058681","ABC Inven/Purch Admin","Regular User","2023Q2","Week 6","2023-05-06","2023-05-12","1"
"/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker_Roofing_Dashboard","/shared/EA Specialists/Customer/Baker Roofing/Baker_Roofing_Dashboard","/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker_Roofing_Dashboard","PA066258","Enterprise Analytics Analyst","Power User","2022Q2","Week 6","2022-05-06","2022-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","WW029311","ABC Branch Manager","Regular User","2023Q3","Week 6","2023-08-05","2023-08-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","YJ035555","ABC Branch Manager","Power User","2024Q2","Week 2","2024-04-08","2024-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","ZB052955","ABC Branch Manager","Regular User","2023Q3","Week 7","2023-08-12","2023-08-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Sales and GP","ZB052955","ABC Branch Manager","Regular User","2024Q2","Week 5","2024-04-29","2024-05-05","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Analytics","GP041312","Enterprise Planning & Analysis Manager","Power User","2023Q1","Week 3","2023-01-15","2023-01-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Analytics","JJ021471","ABC District Manager","Power User","2022Q4","Week 4","2022-10-22","2022-10-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Analytics","RR010480","T&C Director","Regular User","2022Q4","Week 3","2022-10-15","2022-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","AA074138","ABC Branch Manager","Power User","2024Q1","Week 12","2024-03-18","2024-03-24","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","AG034663","ABC Branch Manager","Regular User","2024Q2","Week 2","2024-04-08","2024-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","AH066149","ABC Branch Manager","Power User","2023Q3","Week 10","2023-09-02","2023-09-08","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","AM026049","ABC District Manager","Power User","2024Q1","Week 10","2024-03-04","2024-03-10","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","AM026049","ABC District Manager","Power User","2024Q1","Week 8","2024-02-19","2024-02-25","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","AO027308","ABC Branch Manager","Power User","2024Q2","Week 8","2024-05-20","2024-05-26","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","AS078353","ABC Branch Manager","Power User","2024Q2","Week 2","2024-04-08","2024-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","BJ027706","ABC Branch Manager","Regular User","2023Q3","Week 5","2023-07-29","2023-08-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","BW033277","ABC Branch Manager","Power User","2024Q1","Week 7","2024-02-12","2024-02-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","CF020308","ABC Branch Manager","Regular User","2023Q4","Week 4","2023-10-22","2023-10-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","CG057266","ABC Branch Manager","Power User","2023Q4","Week 5","2023-10-29","2023-11-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","CM080257","Controller","Power User","2024Q1","Week 10","2024-03-04","2024-03-10","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","CM080257","Controller","Power User","2024Q2","Week 4","2024-04-22","2024-04-28","1"
"/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker_Roofing_Dashboard","/shared/EA Specialists/Salesperson/SalesRep_by_Customer_COD_Accts_Dashboard","/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Commercial Solutions/Commercial Solutions Monthly Report","PA066258","Enterprise Analytics Analyst","Power User","2022Q2","Week 12","2022-06-17","2022-06-23","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","CW077998","ABC Branch Manager","Regular User","2023Q4","Week 5","2023-10-29","2023-11-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","CY032618","ABC Branch Manager","Power User","2024Q2","Week 6","2024-05-06","2024-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","DH030795","ABC Branch Manager","Power User","2023Q3","Week 6","2023-08-05","2023-08-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","DT072431","ABC Inven/Purch Admin","Regular User","2024Q4","Week 7","2024-11-12","2024-11-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","EM010891","ABC Branch Manager","Regular User","2023Q3","Week 6","2023-08-05","2023-08-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","GM012358","ABC Branch Manager","Regular User","2023Q3","Week 9","2023-08-26","2023-09-01","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","GR064216","ABC Inven/Purch Admin","Regular User","2024Q1","Week 13","2024-03-25","2024-03-31","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","HM020221","ABC Branch Manager","Power User","2023Q4","Week 6","2023-11-05","2023-11-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","JB077854","Director of Research","Power User","2024Q2","Week 2","2024-04-08","2024-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","JH003929","ABC Branch Manager","Regular User","2024Q4","Week 3","2024-10-15","2024-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","JH021141","ABC Branch Manager","Power User","2023Q4","Week 3","2023-10-15","2023-10-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","JH060804","ABC Branch Manager","Power User","2023Q3","Week 13","2023-09-23","2023-09-29","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","JJ032549","ABC Branch Manager","Power User","2023Q3","Week 11","2023-09-09","2023-09-15","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","JS024654","ABC Branch Manager","Power User","2023Q3","Week 7","2023-08-12","2023-08-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","KJ020727","ABC Branch Manager","Regular User","2024Q1","Week 3","2024-01-15","2024-01-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","KN029563","ABC Branch Manager","Regular User","2024Q4","Week 7","2024-11-12","2024-11-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","LC032688","ABC Branch Manager","Regular User","2024Q2","Week 1","2024-04-01","2024-04-07","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","ML020833","ABC District Manager","Power User","2024Q2","Week 7","2024-05-13","2024-05-19","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","MM041206","VP of Merchandising","Power User","2023Q1","Week 11","2023-03-12","2023-03-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","MR003459","ABC Branch Manager","Power User","2024Q2","Week 8","2024-05-20","2024-05-26","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","NP061191","ABC Branch Manager","Regular User","2024Q2","Week 3","2024-04-15","2024-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","OA071109","ABC Branch Manager","Regular User","2024Q1","Week 5","2024-01-29","2024-02-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","PC028145","ABC Branch Manager","Power User","2024Q2","Week 9","2024-05-27","2024-06-02","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","PT025547","ABC Branch Manager","Power User","2024Q1","Week 11","2024-03-11","2024-03-17","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","RC004513","ABC Branch Manager","Power User","2023Q4","Week 2","2023-10-08","2023-10-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","SM010750","ABC Branch Manager","Regular User","2023Q3","Week 5","2023-07-29","2023-08-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","SS013768","ABC Branch Manager","Power User","2024Q2","Week 6","2024-05-06","2024-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Supplier Mix","ZB052955","ABC Branch Manager","Regular User","2023Q3","Week 6","2023-08-05","2023-08-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Enterprise Analytics/_portal/Usage Reporting","GW060425","NSC IT Senior BI Engineer","Power User","2023Q2","Week 3","2023-04-15","2023-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Finance Analytics/Sales & GP by Budget Category/Sales & GP by Budget Category","MS064304","Enterprise Planning IT Controller","Power User","2024Q1","Week 5","2024-01-29","2024-02-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Pricing Analytics/_portal/Pricing Dashboard","JO077894","Enterprise Analytics Product Specialist","Power User","2023Q2","Week 3","2023-04-15","2023-04-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Analytics","/shared/Regional Analytics/Northeast Region/Branch Share/All NE Branches/Square Sales by Customer - Asphalt Shingles","MY004524","ABC Branch Manager","Power User","2022Q4","Week 7","2022-11-12","2022-11-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Management","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","AG031557","ABC Branch Manager","Power User","2024Q4","Week 6","2024-11-05","2024-11-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Management","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","JO077894","Enterprise Analytics Product Specialist","Power User","2024Q2","Week 11","2024-06-10","2024-06-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Management","/shared/Enterprise Analytics/_portal/Average Sell Price","CR071960","ABC Branch Manager","Power User","2024Q2","Week 8","2024-05-20","2024-05-26","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Management","/shared/Enterprise Analytics/_portal/Inventory Analytics","AS035873","ABC Branch Manager","Power User","2024Q2","Week 8","2024-05-20","2024-05-26","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Management","/shared/Enterprise Analytics/_portal/Inventory Analytics","MJ035369","EA Product Owner Manager","Power User","2024Q2","Week 10","2024-06-03","2024-06-09","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Management","/shared/Enterprise Analytics/_portal/Sales and GP","AS035873","ABC Branch Manager","Power User","2024Q2","Week 8","2024-05-20","2024-05-26","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Management","/shared/Enterprise Analytics/_portal/Sales and GP","DG014907","ABC Branch Manager","Power User","2024Q2","Week 10","2024-06-03","2024-06-09","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Management","/shared/Enterprise Analytics/_portal/Sales and GP","JP073331","ABC Branch Manager","Power User","2024Q2","Week 10","2024-06-03","2024-06-09","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Management","/shared/Enterprise Analytics/_portal/Sales and GP","MK004390","ABC Branch Manager","Power User","2024Q2","Week 6","2024-05-06","2024-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Inventory Management","/shared/Enterprise Analytics/_portal/Sales and GP","WB033751","ABC Branch Manager","Power User","2024Q2","Week 9","2024-05-27","2024-06-02","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","AW018002","Enterprise Analytics Manager","Power User","2023Q3","Week 2","2023-07-08","2023-07-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","MM041206","VP of Merchandising","Power User","2023Q2","Week 11","2023-06-10","2023-06-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/Merchandising/Product Hierarchy/Merchandising Product Hierarchy","NB003906","Business Manager - Steep Slope, Low Slope, Solar","Power User","2023Q3","Week 2","2023-07-08","2023-07-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/Regional Analytics/Northeast/Shingle Sales by Branch by Brand/Shingle Sales by Branch by Brand","SG004115","ABC District Manager","Power User","2024Q2","Week 10","2024-06-03","2024-06-09","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply","GP069024","Director Enterprise Planning & Analysis","Power User","2023Q3","Week 3","2023-07-15","2023-07-21","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/Regional Analytics/Regional Reports/Regional Inventory Supply","LT022003","ABC District Manager","Power User","2023Q2","Week 1","2023-04-01","2023-04-07","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Average Recovery","AW018002","Enterprise Analytics Manager","Power User","2023Q2","Week 10","2023-06-03","2023-06-09","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","BT010858","ABC District Manager","Power User","2023Q2","Week 4","2023-04-22","2023-04-28","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","BV059710","Merchandising Manager - Siding","Power User","2023Q2","Week 10","2023-06-03","2023-06-09","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","BV059710","Merchandising Manager - Siding","Power User","2023Q2","Week 11","2023-06-10","2023-06-16","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","BV059710","Merchandising Manager - Siding","Power User","2024Q4","Week 6","2024-11-05","2024-11-11","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","CM080257","Controller","Power User","2024Q2","Week 10","2024-06-03","2024-06-09","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","GP069024","Director Enterprise Planning & Analysis","Power User","2024Q1","Week 7","2024-02-12","2024-02-18","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","MH019547","ABC District Manager","Power User","2024Q2","Week 6","2024-05-06","2024-05-12","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Inventory Analytics","PA020877","ABC District Manager","Power User","2023Q2","Week 2","2023-04-08","2023-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","AS012080","Merchandising Manager - Windows & Doors","Power User","2023Q2","Week 2","2023-04-08","2023-04-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","AS012080","Merchandising Manager - Windows & Doors","Power User","2023Q3","Week 5","2023-07-29","2023-08-04","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","AW018002","Enterprise Analytics Manager","Power User","2023Q3","Week 2","2023-07-08","2023-07-14","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","BV059710","Merchandising Manager - Siding","Power User","2023Q4","Week 1","2023-10-01","2023-10-07","1"
"/shared/Enterprise Analytics/_portal/Sales and GP","/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics","/shared/Enterprise Analytics/_portal/Net Net Sales & GP","BV059710","Merchandising Manager - Siding","Power User","2024Q2","Week 11","2024-06-10","2024-06-16","1"
