Username,Navigation_Path,Count
LJ055486,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,1
LJ083212,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,195
LJ083212,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,37
LJ083212,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,37
LJ083212,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,35
LJ083212,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,7
LJ092217,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,139
LJ092217,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,75
LJ092217,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,65
LJ092217,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,64
LJ092217,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,18
LJ092965,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,12
LJ101733,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson Current Book of Business -> Salesperson Book of Business -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,3
LJ101733,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,1
LJ101733,Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance,1
LJ101733,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance,1
LJ101733,Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,1
LJ203353,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,78
LJ203353,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,55
LJ203353,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,53
LJ203353,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,53
LJ203353,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,30
LK020903,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales,24
LK020903,Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Daily Sales -> Daily Sales -> Daily Sales,7
LK020903,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales,7
LK020903,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance,6
LK020903,Daily Sales -> Daily Sales -> Daily Sales -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,5
LK028167,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,36
LK028167,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,23
LK028167,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,20
LK028167,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,19
LK028167,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,9
LK032751,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,178
LK032751,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,20
LK032751,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,12
LK032751,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,9
LK032751,Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,6
LK065079,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,19
LK071101,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,14
LK071101,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search by Distance,1
LK071101,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District,1
LK072414,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District,1
LK072414,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,1
LK078240,Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary -> Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance -> Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary,1
LK078240,Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance -> Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary -> Daily Sales -> Branch Delivery Map -> Branch Delivery Map ,1
LK078240,Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary -> Daily Sales -> Branch Delivery Map -> Branch Delivery Map  -> Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance,1
LK078240,Daily Sales -> Branch Delivery Map -> Branch Delivery Map  -> Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance -> Daily Deliveries -> Daily Deliveries -> Daily Deliveries Dashboard,1
LK078240,Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance -> Daily Deliveries -> Daily Deliveries -> Daily Deliveries Dashboard -> Branch Operations -> Branch Summary -> Summary Dashboard,1
LL002965,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson Current Book of Business -> Salesperson Book of Business -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,3
LL002965,Salesperson Performance -> Salesperson Current Book of Business -> Salesperson Book of Business -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,3
LL002965,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,3
LL002965,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,3
LL002965,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,2
LL031377,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,59
LL036109,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,9
LL060651,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search by Distance,10
LL060651,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Metrics -> Inventory Performance,1
LL060651,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Metrics -> Inventory Performance -> Inventory Management -> Inventory Metrics -> Inventory Performance,1
LL060651,Inventory Management -> Inventory Metrics -> Inventory Performance -> Inventory Management -> Inventory Metrics -> Inventory Performance -> Inventory Management -> Inventory Metrics -> Inventory Performance,1
LL060651,Inventory Management -> Inventory Metrics -> Inventory Performance -> Inventory Management -> Inventory Metrics -> Inventory Performance -> Inventory Management -> Inventory Finder -> Search by Distance,1
LL085028,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District,2
LL085028,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search by Distance,1
LL092576,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,32
LL092576,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Customer 360 Dashboard Light Dashboard -> Customer 360 Light -> Customer Summary,2
LL092576,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Customer 360 Dashboard Light Dashboard -> Customer 360 Light -> Customer Summary -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,2
LL092576,Customer 360 Dashboard Light Dashboard -> Customer 360 Light -> Customer Summary -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,1
LL092576,Customer 360 Dashboard Light Dashboard -> Customer 360 Light -> Customer Summary -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,1
LM003228,Daily Sales -> Daily Sales -> Tabular -> Daily Sales -> Daily Sales -> Tabular -> Daily Sales -> Daily Sales -> Tabular,40
LM003228,Daily Sales -> Daily Sales -> Tabular -> Daily Sales -> Daily Sales -> Tabular -> Top Customers -> Top Customers -> Top Customer By Location,1
LM003228,Daily Sales -> Daily Sales -> Tabular -> Top Customers -> Top Customers -> Top Customer By Location -> Daily Sales -> Daily Sales -> Tabular,1
LM003228,Top Customers -> Top Customers -> Top Customer By Location -> Daily Sales -> Daily Sales -> Tabular -> Daily Sales -> Daily Sales -> Tabular,1
LM003228,Daily Sales -> Daily Sales -> Tabular -> Daily Sales -> Daily Sales -> Tabular -> Net Net Average Recovery -> Net Net Average Recovery -> Net Net Average Recovery,1
LM003555,Inventory Management -> Inventory Metrics -> Inventory Performance -> Inventory Management -> Inventory Finder Shortage Surplus -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District,1
LM003555,Inventory Management -> Inventory Finder Shortage Surplus -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search by Distance,1
LM003555,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District,1
LM003555,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,1
LM003555,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Metrics -> Inventory Performance,1
LM003927,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search by Distance,2
LM003927,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search by Distance,2
LM003927,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search by Distance,2
LM003927,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Levels -> Inventory Levels -> Inventory Levels -> Inventory Levels -> Inventory Levels -> Inventory Levels,1
LM003927,Inventory Levels -> Inventory Levels -> Inventory Levels -> Inventory Levels -> Inventory Levels -> Inventory Levels -> Inventory Management -> Inventory Finder -> Search by Distance,1
LM006481,Fleet eDelivery ODC -> Fleet eDelivery ODC - Enterprise -> eDelivery ODC Summary -> Fleet eDelivery ODC -> Fleet eDelivery ODC - Enterprise -> Order Detail Tabular -> Fleet eDelivery ODC -> Fleet eDelivery ODC - Enterprise -> Branch Compliance Breakdown  ,3
LM006481,Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary -> Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary -> Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary,2
LM006481,Fleet eDelivery ODC -> Fleet eDelivery ODC - Enterprise -> Order Detail Tabular -> Fleet eDelivery ODC -> Fleet eDelivery ODC - Enterprise -> Branch Compliance Breakdown   -> Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary,1
LM006481,Fleet eDelivery ODC -> Fleet eDelivery ODC - Enterprise -> Branch Compliance Breakdown   -> Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary -> Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary,1
LM006481,Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary -> Fleet CSA -> Fleet CSA - Enterprise -> CSA Summary -> Safety and Compliance -> Driver Controlled Violation -> Violations Event,1
LM010738,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales,27
LM010738,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Month End Sales -> Daily Sales -> Daily Sales -> Daily Sales,16
LM010738,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Month End Sales,14
LM010738,Daily Sales -> Daily Sales -> Month End Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales,13
LM010738,Daily Sales -> Daily Sales -> Month End Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Month End Sales,4
LM017217,Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Inventory Management -> Inventory Finder Shortage Surplus -> Search By District -> Inventory Management -> Inventory Finder Shortage Surplus -> Summary,7
LM017217,Inventory Management -> Inventory Finder Shortage Surplus -> Search By District -> Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Inventory Management -> Inventory Finder Shortage Surplus -> Search By District,7
LM017217,Daily Sales -> Daily Sales -> Daily Sales -> Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Inventory Management -> Inventory Finder Shortage Surplus -> Search By District,6
LM017217,Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Inventory Management -> Inventory Finder Shortage Surplus -> Search By District -> Daily Sales -> Daily Sales -> Daily Sales,5
LM017217,Inventory Management -> Inventory Finder Shortage Surplus -> Search By District -> Daily Sales -> Daily Sales -> Daily Sales -> Inventory Management -> Inventory Finder Shortage Surplus -> Summary,4
LM033656,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview,20
LM033656,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview,14
LM033656,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,14
LM033656,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview,14
LM033656,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Monthly Overview -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,11
LM035019,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,20
LM035019,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,20
LM035019,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,14
LM035019,Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,14
LM035019,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Sales vs Plan -> Sales vs Plan -> Sales vs Plan Dashboard,14
LM058099,Daily Sales -> Daily Units -> Daily Units Summary -> Daily Sales -> Daily Units -> Month to Date Units Comparison -> Daily Sales -> Daily Units -> Daily Units Summary,6
LM058099,Daily Sales -> Daily Units -> Month to Date Units Comparison -> Daily Sales -> Daily Units -> Daily Units Summary -> Daily Sales -> Daily Units -> Month to Date Units Comparison,4
LM058099,Daily Sales -> Daily Units -> Daily Units Summary -> Daily Sales -> Daily Units -> Units Tabular -> Daily Sales -> Daily Units -> Month to Date Units Comparison,2
LM058099,Daily Sales -> Daily Units -> Units Tabular -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Tabular,2
LM058099,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Tabular -> Daily Sales -> Daily Sales -> Month End Sales,2
LM075917,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales,114
LM075917,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Month End Sales -> Daily Sales -> Daily Sales -> Daily Sales,13
LM075917,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Month End Sales,11
LM075917,Daily Sales -> Daily Sales -> Month End Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales,9
LM075917,Daily Sales -> Daily Sales -> Month End Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Month End Sales,6
LM078269,Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance -> Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance Tabular -> Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance,15
LM078269,Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance Tabular -> Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance -> Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance Tabular,13
LM078269,Safety and Compliance -> HOS Violations -> HOS Violations Dashboard -> Branch Operations -> EXP Dashboard -> EXP Order Summary -> Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance,2
LM078269,Branch Operations -> EXP Dashboard -> EXP Order Summary -> Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance -> Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance Tabular,2
LM078269,Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance Tabular -> Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance -> Safety and Compliance -> Driver Vehicle Inspection Report -> DVIR Compliance,2
LM079228,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,5
LM079228,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson Current Book of Business -> Salesperson Book of Business -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance,2
LM079228,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson Current Book of Business -> Salesperson Book of Business -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,1
LM079228,Salesperson Performance -> Salesperson Current Book of Business -> Salesperson Book of Business -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Salesperson Performance -> Salesperson Current Book of Business -> Salesperson Book of Business,1
LM079228,Salesperson Performance -> Salesperson Current Book of Business -> Salesperson Book of Business -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance -> Customer 360 Dashboard Light Dashboard -> Customer 360 Light -> Customer Summary,1
LM081218,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,3
LM081218,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search by Distance,1
LM081218,Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District,1
LM081218,Inventory Management -> Inventory Finder -> Search by Distance -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Management -> Inventory Finder -> Search By District,1
LM084584,Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Inventory Levels -> Inventory Levels -> Inventory Levels -> Inventory Management -> Inventory Finder -> Search By District,1
LM084584,Inventory Levels -> Inventory Levels -> Inventory Levels -> Inventory Management -> Inventory Finder -> Search By District -> Inventory Levels -> Inventory Levels -> Inventory Levels,1
LM084584,Inventory Management -> Inventory Finder -> Search By District -> Inventory Levels -> Inventory Levels -> Inventory Levels -> Inventory Management -> Inventory Finder Shortage Surplus -> Summary,1
LM084584,Inventory Levels -> Inventory Levels -> Inventory Levels -> Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Salesperson New Customer -> Salesperson New Customer Dashboard -> Salesperson New Customer Dashboard,1
LM084584,Inventory Management -> Inventory Finder Shortage Surplus -> Summary -> Salesperson New Customer -> Salesperson New Customer Dashboard -> Salesperson New Customer Dashboard -> Salesperson Performance -> Salesperson Performance -> Salesperson Performance,1
LM089705,General -> Branch Locations -> Map -> Productivity -> Associate Productivity -> Summary -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank,1
LM089705,Productivity -> Associate Productivity -> Summary -> Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Daily Sales -> Daily Sales -> Daily Sales,1
LM089705,Salesperson Performance -> Salesperson GP Rank -> Salesperson GP Rank -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Units -> Units Tabular,1
LM089705,Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Units -> Units Tabular -> Daily Sales -> Daily Sales -> Daily Sales,1
LM089705,Daily Sales -> Daily Units -> Units Tabular -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales -> Daily Sales,1
LM203152,903 Auditing - Ad Hoc -> Updated Loss Prevention Fuel Data -> Sheet 1 -> 903 Auditing - Ad Hoc -> Updated Loss Prevention Fuel Data -> Sheet 1 -> 903 Auditing - Ad Hoc -> Updated Loss Prevention Fuel Data -> Sheet 1,3
LM203152,903 Auditing - Ad Hoc -> Updated Loss Prevention Fuel Data -> Sheet 1 -> 903 Auditing - Ad Hoc -> Updated Loss Prevention Fuel Data -> Sheet 1 -> General -> Branch Locations -> Tabular,1
LM203152,903 Auditing - Ad Hoc -> Updated Loss Prevention Fuel Data -> Sheet 1 -> General -> Branch Locations -> Tabular -> 903 Auditing - Ad Hoc -> Updated Loss Prevention Fuel Data -> Sheet 1,1
